ticker,name,sector,marketCap,dividendYield_%,profitMargins_%
CMI,Cummins Inc.,Industrials,30845433856.0,2.8399997999999997,8.004
ES,Eversource Energy,Utilities,31268159488.0,2.86,12.092
CPRT,"Copart, Inc.",Consumer Cyclical,30430461952.0,0.0,32.153999999999996
VRSK,"Verisk Analytics, Inc.",Industrials,29840318464.0,0.64999997,32.917
AVB,"AvalonBay Communities, Inc.",Real Estate,28603967488.0,3.06,0.0
LVS,Las Vegas Sands Corp.,Consumer Cyclical,29152552960.0,0.0,45.393001999999996
MTD,Mettler-Toledo International Inc.,Healthcare,30637228032.0,0.0,21.23
EQR,Equity Residential,Real Estate,29468858368.0,3.2099999999999995,48.062
LYB,LyondellBasell Industries N.V.,Basic Materials,27880828928.0,5.47,10.1730004
KEYS,"Keysight Technologies, Inc.",Technology,29345593344.0,0.0,19.899
ROK,"Rockwell Automation, Inc.",Industrials,28657893376.0,1.77,9.0270005
FAST,Fastenal Company,Industrials,29354602496.0,2.41,15.701
AMP,"Ameriprise Financial, Inc.",Financial Services,28721664000.0,1.8499999999999999,23.482001
ROST,"Ross Stores, Inc.",Consumer Cyclical,27934595072.0,1.50999995,8.458999500000001
AWK,"American Water Works Company, Inc.",Utilities,28264085504.0,1.67,33.987
ON,ON Semiconductor Corporation,Technology,28499245056.0,0.0,22.599000999999998
APTV,Aptiv PLC,Consumer Cyclical,28821639168.0,0.0,2.434
AME,"AMETEK, Inc.",Industrials,28819875840.0,0.72000003,18.021
CBRE,"CBRE Group, Inc.",Real Estate,27694931968.0,0.0,6.734999999999999
ALB,Albemarle Corporation,Basic Materials,28562690048.0,0.66000004,7.758999599999999
FRC,First Republic Bank,Financial Services,27994767360.0,0.69,29.291
TROW,"T. Rowe Price Group, Inc.",Financial Services,27678867456.0,3.8900003,33.261
DFS,Discover Financial Services,Financial Services,27360808960.0,2.3800000000000003,42.205999999999996
DHI,"D.R. Horton, Inc.",Consumer Cyclical,25769191424.0,1.15,17.416999999999998
WY,Weyerhaeuser Company,Real Estate,26555099136.0,1.95,23.101
EBAY,eBay Inc.,Consumer Cyclical,27113148416.0,1.83,113.259
OKE,"ONEOK, Inc.",Energy,26265487360.0,6.329999999999999,8.008
HRL,Hormel Foods Corporation,Consumer Defensive,26969706496.0,2.11,7.704
ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,26053033984.0,2.87,12.581000000000001
HAL,Halliburton Company,Energy,25938597888.0,1.7000000000000002,8.185001
EFX,Equifax Inc.,Industrials,25777440768.0,0.75,14.544
BKR,Baker Hughes Company,Energy,25896626176.0,2.8800000999999997,-2.2780001000000003
STT,State Street Corporation,Financial Services,25446588416.0,3.58,22.872
GWW,"W.W. Grainger, Inc.",Industrials,27483166720.0,1.25,9.2650004
EXR,Extra Space Storage Inc.,Real Estate,26328666112.0,3.17,48.818
WST,"West Pharmaceutical Services, Inc.",Healthcare,25449412608.0,0.21,23.41
EIX,Edison International,Utilities,26173863936.0,4.18,3.053
DTE,DTE Energy Company,Utilities,25166305280.0,2.7199999999999998,4.2659997999999995
K,Kellogg Company,Consumer Defensive,24958679040.0,3.1600002000000003,10.807
LEN,Lennar Corporation,Consumer Cyclical,23292753920.0,1.76,14.770000999999999
ANSS,"ANSYS, Inc.",Technology,24017965056.0,0.0,23.023
CDW,CDW Corporation,Technology,24524904448.0,1.0999999999999999,4.5879997
CTRA,Coterra Energy Inc.,Energy,23674550272.0,1.96,31.513999999999996
DRE,Duke Realty Corporation,Real Estate,24215994368.0,1.79,84.573996
AEE,Ameren Corporation,Utilities,23893745664.0,2.54,15.709000000000001
BALL,Ball Corporation,Consumer Cyclical,23395764224.0,1.09,7.804
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,21135642624.0,1.1900000000000002,14.71
LH,Laboratory Corporation of America Holdings,Healthcare,22976589824.0,1.1199999999999999,12.666
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,23904350208.0,0.8699999999999999,2.7560001
MKC,"McCormick & Company, Incorporated",Consumer Defensive,23709052928.0,1.6900001000000002,10.778
ETR,Entergy Corporation,Utilities,23410380800.0,3.5000000000000004,9.004
SIVB,SVB Financial Group,Financial Services,23643746304.0,0.0,28.549000000000003
FE,FirstEnergy Corp.,Utilities,22672953344.0,3.85,11.9720004
FITB,Fifth Third Bancorp,Financial Services,23116460032.0,3.52,31.052000000000003
LUV,Southwest Airlines Co.,Industrials,22307004416.0,0.0,4.709
FTV,Fortive Corporation,Technology,22917558272.0,0.43,11.883000000000001
ALGN,"Align Technology, Inc.",Healthcare,22162472960.0,0.0,15.515
VMC,Vulcan Materials Company,Basic Materials,21909233664.0,0.97,9.991999999999999
WAT,Waters Corporation,Healthcare,20513130496.0,0.0,24.566999
FANG,"Diamondback Energy, Inc.",Energy,22144260096.0,2.22,36.036998
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,21087496192.0,0.0,11.927
MPWR,"Monolithic Power Systems, Inc.",Technology,23588298752.0,0.64999997,22.398001
MLM,"Martin Marietta Materials, Inc.",Basic Materials,22091036672.0,0.69,14.430000000000001
TSCO,Tractor Supply Company,Consumer Cyclical,21078568960.0,1.9,7.761
IT,"Gartner, Inc.",Technology,23331342336.0,0.0,16.391
URI,"United Rentals, Inc.",Industrials,21982414848.0,0.0,16.406000000000002
VTR,"Ventas, Inc.",Real Estate,21299800064.0,3.35,3.6960002
GPC,Genuine Parts Company,Consumer Cyclical,21322137600.0,2.34,5.375
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,21226061824.0,2.75,31.348
LYV,"Live Nation Entertainment, Inc.",Communication Services,21900986368.0,0.0,-5.0619997
CEG,Constellation Energy Corporation,Utilities,21509861376.0,0.8500000000000001,3.526
PPL,PPL Corporation,Utilities,21414776832.0,3.1,10.432999599999999
PWR,"Quanta Services, Inc.",Industrials,19876390912.0,0.2,3.376
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,20430839808.0,0.0,12.026
HIG,"The Hartford Financial Services Group, Inc.",Financial Services,20345020416.0,2.4300002000000003,9.437
MTCH,"Match Group, Inc.",Communication Services,21907838976.0,0.0,9.119
NTRS,Northern Trust Corporation,Financial Services,20325386240.0,3.08,23.452999
DAL,"Delta Air Lines, Inc.",Industrials,20402921472.0,0.0,1.435
CTLT,"Catalent, Inc.",Healthcare,20036012032.0,0.0,10.908
VRSN,"VeriSign, Inc.",Technology,20717420544.0,0.0,59.089999999999996
RJF,"Raymond James Financial, Inc.",Financial Services,21261230080.0,1.38,13.858
CMS,CMS Energy Corporation,Utilities,20029327360.0,2.6800001,16.504999
CNP,"CenterPoint Energy, Inc.",Utilities,19953534976.0,2.27,19.304001
PAYC,"Paycom Software, Inc.",Technology,20357414912.0,0.0,19.639999
EPAM,"EPAM Systems, Inc.",Technology,20821860352.0,0.0,11.143
CF,"CF Industries Holdings, Inc.",Basic Materials,20478457856.0,1.68,19.73
AMCR,Amcor plc,Consumer Cyclical,19160317952.0,3.7600000000000002,6.75
RF,Regions Financial Corporation,Financial Services,19455219712.0,3.7900000000000005,33.565
ROL,"Rollins, Inc.",Consumer Cyclical,19253504000.0,1.04,12.989999999999998
IR,Ingersoll Rand Inc.,Industrials,19943340032.0,0.16999999999999998,14.116000000000001
DOV,Dover Corporation,Industrials,18823579648.0,1.5,13.900000000000002
PKI,"PerkinElmer, Inc.",Healthcare,19439407104.0,0.16999999999999998,13.428001
GRMN,Garmin Ltd.,Technology,18606651392.0,2.97,20.305
SEDG,"SolarEdge Technologies, Inc.",Technology,20239073280.0,0.0,7.7800006
VFC,V.F. Corporation,Consumer Cyclical,17221318656.0,4.3999999999999995,8.454
FOX,Fox Corporation,Communication Services,18008176640.0,1.55,8.329
BR,"Broadridge Financial Solutions, Inc.",Technology,18259277824.0,1.6400000000000001,9.993
FOXA,Fox Corporation,Communication Services,17941014528.0,1.45000005,8.329
HBAN,Huntington Bancshares Incorporated,Financial Services,19051329536.0,4.64,26.287
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,18591868928.0,0.88,6.734999999999999
MOH,"Molina Healthcare, Inc.",Healthcare,19001024512.0,0.0,2.555
ESS,"Essex Property Trust, Inc.",Real Estate,18866489344.0,3.1400003,24.014999
CFG,"Citizens Financial Group, Inc.",Financial Services,18205222912.0,4.4699997,26.227
HPE,Hewlett Packard Enterprise Company,Technology,18411507712.0,3.37,13.278
MOS,The Mosaic Company,Basic Materials,18903273472.0,1.15,19.659
BRO,"Brown & Brown, Inc.",Financial Services,17897699328.0,0.63,18.867001
TDY,Teledyne Technologies Incorporated,Technology,18416285696.0,0.0,12.672
ZBRA,Zebra Technologies Corporation,Technology,16978761728.0,0.0,14.251
HOLX,"Hologic, Inc.",Healthcare,17712879616.0,0.0,28.932999999999996
BBY,"Best Buy Co., Inc.",Consumer Cyclical,16799784960.0,4.5700002,4.3330003
EXPD,"Expeditors International of Washington, Inc.",Industrials,17152846848.0,1.26,8.196
J,Jacobs Engineering Group Inc.,Industrials,16437244928.0,0.70999996,3.1579999999999995
CLX,The Clorox Company,Consumer Defensive,17697673216.0,3.25,6.4430000000000005
INCY,Incyte Corporation,Healthcare,16076832768.0,0.0,29.955
COO,"The Cooper Companies, Inc.",Healthcare,15477353472.0,0.02,30.194
SWKS,"Skyworks Solutions, Inc.",Technology,17400928256.0,2.0599999,25.974000000000004
NDAQ,"Nasdaq, Inc.",Financial Services,29426313216.0,0.44999999999999996,19.254999
STX,Seagate Technology Holdings plc,Technology,16592100352.0,3.52,14.141
WAB,Westinghouse Air Brake Technologies Corporation,Industrials,16670282752.0,0.64999997,7.513
FLT,"FLEETCOR Technologies, Inc.",Technology,17047458816.0,0.0,28.968
TRMB,Trimble Inc.,Technology,17147235328.0,0.0,12.97
MRO,Marathon Oil Corporation,Energy,16899660800.0,1.3300001000000001,34.698
KEY,KeyCorp,Financial Services,16768920576.0,4.2600001999999995,31.298
ATO,Atmos Energy Corporation,Utilities,16844448768.0,2.2399999999999998,18.906
TYL,"Tyler Technologies, Inc.",Technology,16548005888.0,0.0,9.838
PFG,"Principal Financial Group, Inc.",Financial Services,16725154816.0,3.81,11.0819995
GNRC,Generac Holdings Inc.,Industrials,17020269568.0,0.0,12.675999
WRB,W. R. Berkley Corporation,Financial Services,16587520000.0,0.64,12.708999000000002
CAG,"Conagra Brands, Inc.",Consumer Defensive,16380738560.0,3.8599998,7.699
BIO,"Bio-Rad Laboratories, Inc.",Healthcare,16321416192.0,0.0,-67.657
XYL,Xylem Inc.,Industrials,17175469056.0,1.3200001,8.0979995
CAH,"Cardinal Health, Inc.",Healthcare,16280237056.0,3.37,-0.54
EXPE,"Expedia Group, Inc.",Consumer Cyclical,16320911360.0,0.0,4.874
IP,International Paper Company,Consumer Cyclical,15692431360.0,4.32,8.930001
PARA,Paramount Global,Communication Services,16015883264.0,3.9800000000000004,14.262
DGX,Quest Diagnostics Incorporated,Healthcare,15940039680.0,1.9299999,14.024000000000001
NTAP,"NetApp, Inc.",Technology,15682488320.0,2.78,14.831
TER,"Teradyne, Inc.",Technology,15850485760.0,0.44,24.490999
SYF,Synchrony Financial,Financial Services,15811330048.0,2.73,40.769002
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,15386656768.0,3.88,9.894
UDR,"UDR, Inc.",Real Estate,25748613120.0,3.1400003,11.01
KMX,"CarMax, Inc.",Consumer Cyclical,15760616448.0,0.0,2.774
CINF,Cincinnati Financial Corporation,Financial Services,15061818368.0,2.8399997999999997,7.588
EVRG,"Evergy, Inc.",Utilities,15714654208.0,3.35,15.592
LKQ,LKQ Corporation,Consumer Cyclical,15287682048.0,1.82,9.2080005
AVY,Avery Dennison Corporation,Industrials,15563307008.0,1.5800001000000001,8.485
WDC,Western Digital Corporation,Technology,15179253760.0,0.0,9.4919994
CPT,Camden Property Trust,Real Estate,14870588416.0,2.5100000000000002,63.383
AKAM,"Akamai Technologies, Inc.",Technology,15203324928.0,0.0,17.464
LNT,Alliant Energy Corporation,Utilities,15274572800.0,2.8099999,17.727
HWM,Howmet Aerospace Inc.,Industrials,15546400768.0,0.22,6.0739998
JKHY,"Jack Henry & Associates, Inc.",Technology,13911502848.0,1.0299999,18.809
SWK,"Stanley Black & Decker, Inc.",Industrials,13903572992.0,3.2899998,5.933999999999999
PEAK,"Healthpeak Properties, Inc.",Real Estate,14139090944.0,4.58,22.243999
AES,The AES Corporation,Utilities,14846526464.0,2.8399997999999997,-1.2850000000000001
CPB,Campbell Soup Company,Consumer Defensive,14788339712.0,2.9899999999999998,11.233
PTC,PTC Inc.,Technology,14106135552.0,0.0,26.189
LDOS,"Leidos Holdings, Inc.",Technology,13731798016.0,1.37,5.195
POOL,Pool Corporation,Industrials,14436712448.0,1.0999999999999999,13.166
NVR,"NVR, Inc.",Consumer Cyclical,14422557696.0,0.0,15.763
OMC,Omnicom Group Inc.,Communication Services,14166942720.0,3.9899999999999998,9.069
NLOK,NortonLifeLock Inc.,Technology,14373986304.0,2.02,29.9
L,Loews Corporation,Financial Services,13619616768.0,0.44999999999999996,7.821
DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,14033586176.0,1.1199999999999999,10.629
SJM,The J. M. Smucker Company,Consumer Defensive,14274510848.0,3.04,7.897
BXP,"Boston Properties, Inc.",Real Estate,13799725056.0,4.38,22.155
IRM,Iron Mountain Incorporated,Real Estate,14054482944.0,5.07,9.594999999999999
TXT,Textron Inc.,Industrials,13719965696.0,0.11999999,6.433000399999999
FMC,FMC Corporation,Basic Materials,13538442240.0,1.94,14.639
MGM,MGM Resorts International,Consumer Cyclical,14085279744.0,0.029999999000000003,14.647001000000001
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,13875811328.0,1.9900000000000002,4.153
CBOE,"Cboe Global Markets, Inc.",Financial Services,12492073984.0,1.5599999999999998,5.8020000000000005
ETSY,"Etsy, Inc.",Consumer Cyclical,13223044096.0,0.0,17.014000000000003
BEN,"Franklin Resources, Inc.",Financial Services,13645014016.0,4.2299999999999995,20.252001
ABMD,"Abiomed, Inc.",Healthcare,13368815616.0,0.0,13.229999000000001
PKG,Packaging Corporation of America,Consumer Cyclical,12883914752.0,3.5999999999999996,12.154
MAS,Masco Corporation,Industrials,12410364928.0,2.02,9.83
CE,Celanese Corporation,Basic Materials,12075495424.0,2.39,20.554
KIM,Kimco Realty Corporation,Real Estate,13216960512.0,4.0599998,42.922002
CTXS,"Citrix Systems, Inc.",Technology,12849643520.0,1.46,9.969
TAP,Molson Coors Beverage Company,Consumer Defensive,11600701440.0,2.54,10.127
CRL,"Charles River Laboratories International, Inc.",Healthcare,10822205440.0,0.0,11.64
NI,NiSource Inc.,Utilities,12214520832.0,3.1,13.701000999999998
EMN,Eastman Chemical Company,Basic Materials,11448255488.0,3.2300000000000004,11.18
APA,APA Corporation,Energy,12179766272.0,1.39,28.023002
UAL,"United Airlines Holdings, Inc.",Industrials,12164715520.0,0.0,-3.428
VTRS,Viatris Inc.,Healthcare,11771723776.0,4.97,0.95
SNA,Snap-on Incorporated,Industrials,11805232128.0,2.54,18.372999
TFX,Teleflex Incorporated,Healthcare,11278849024.0,0.5700000000000001,18.157
IPG,"The Interpublic Group of Companies, Inc.",Communication Services,11613532160.0,3.88,10.483
AAP,"Advance Auto Parts, Inc.",Consumer Cyclical,11825974272.0,3.06,5.1620003
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,11586088960.0,1.23000005,4.901
LUMN,"Lumen Technologies, Inc.",Communication Services,11126055936.0,9.1800004,11.156
SBNY,Signature Bank,Financial Services,11644196864.0,1.2200001,50.504000000000005
HAS,"Hasbro, Inc.",Consumer Cyclical,10847048704.0,3.52,8.304
REG,Regency Centers Corporation,Real Estate,10875524096.0,3.9800000000000004,38.581002
HSIC,"Henry Schein, Inc.",Healthcare,10424231936.0,0.0,5.106
QRVO,"Qorvo, Inc.",Technology,10680769536.0,0.0,22.243
WRK,WestRock Company,Consumer Cyclical,10749659136.0,2.39,3.9330002000000004
RE,"Everest Re Group, Ltd.",Financial Services,10307121152.0,2.56,6.556000600000001
CMA,Comerica Incorporated,Financial Services,10173871104.0,3.5000000000000004,30.302998
PHM,"PulteGroup, Inc.",Consumer Cyclical,9653467136.0,1.3599999999999999,15.021999999999998
CCL,Carnival Corporation & plc,Consumer Cyclical,11992684544.0,0.0,-156.77
NWSA,News Corporation,Communication Services,10048662528.0,1.17,4.891
MKTX,MarketAxess Holdings Inc.,Financial Services,10215627776.0,1.0199999,35.125
FFIV,"F5, Inc.",Technology,9850561536.0,0.0,12.828999999999999
AOS,A. O. Smith Corporation,Industrials,9339470848.0,1.8099998999999998,13.420999
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,9350463488.0,0.0,-95.462996
CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,10540376064.0,0.0,-12.67
FTNT,"Fortinet, Inc.",Technology,48455135232.0,0.0,17.788
WHR,Whirlpool Corporation,Consumer Cyclical,9140463616.0,3.9899999999999998,3.3350001999999996
UHS,"Universal Health Services, Inc.",Healthcare,8270278656.0,0.70999996,5.943
DISH,DISH Network Corporation,Communication Services,9078848512.0,0.0,12.493
AIZ,"Assurant, Inc.",Financial Services,9289115648.0,1.6,13.234000000000002
BWA,BorgWarner Inc.,Consumer Cyclical,9238012928.0,1.77,4.5700002
ALLE,Allegion plc,Industrials,8652294144.0,1.66,16.156000000000002
FBHS,"Fortune Brands Home & Security, Inc.",Industrials,9106783232.0,1.6099999999999999,9.405
JNPR,"Juniper Networks, Inc.",Technology,8939494400.0,3.0,7.9350000000000005
NRG,"NRG Energy, Inc.",Utilities,8845946880.0,3.7199999999999998,14.947
AAL,American Airlines Group Inc.,Industrials,9279797248.0,0.0,-4.718
SEE,Sealed Air Corporation,Consumer Cyclical,8205537792.0,1.2999999,9.604
LNC,Lincoln National Corporation,Financial Services,8633458688.0,3.54,6.624
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,7625961984.0,0.0,8.392
NLSN,Nielsen Holdings plc,Industrials,8406025728.0,1.01,14.086000000000002
RHI,Robert Half International Inc.,Industrials,8746078208.0,2.17,9.5369995
TPR,"Tapestry, Inc.",Consumer Cyclical,8309466112.0,2.97,12.992999999999999
NWL,Newell Brands Inc.,Consumer Defensive,8189279744.0,4.54,6.886
HII,"Huntington Ingalls Industries, Inc.",Industrials,8709064704.0,2.17,5.4569997
DXCM,"DexCom, Inc.",Healthcare,34664992768.0,0.0,6.283999999999999
PNW,Pinnacle West Capital Corporation,Utilities,8336083456.0,4.63,15.421000000000001
FRT,Federal Realty Investment Trust,Real Estate,8336816640.0,4.05,26.722
OGN,Organon & Co.,Healthcare,8058047488.0,3.52,20.424
ZION,"Zions Bancorporation, National Association",Financial Services,8208193536.0,2.79,29.610002
BBWI,"Bath & Body Works, Inc.",Consumer Cyclical,8467806720.0,2.25,15.403
PNR,Pentair plc,Industrials,7968087040.0,1.72,13.994001
DVA,DaVita Inc.,Healthcare,8178169856.0,0.0,7.175
IVZ,Invesco Ltd.,Financial Services,8033533952.0,19.940001,19.667
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,7469305856.0,0.0,-16.535
XRAY,DENTSPLY SIRONA Inc.,Healthcare,7704563200.0,1.39,8.809000000000001
DXC,DXC Technology Company,Technology,7146864128.0,0.0,4.414
VNO,Vornado Realty Trust,Real Estate,6046188544.0,7.04,11.147001
RL,Ralph Lauren Corporation,Consumer Cyclical,6620273664.0,3.04,9.6499994
PENN,"Penn National Gaming, Inc.",Consumer Cyclical,6033264640.0,0.0,6.159
ALK,"Alaska Air Group, Inc.",Industrials,5640820224.0,0.0,2.5390001
PVH,PVH Corp.,Consumer Cyclical,4166951936.0,0.23999999000000002,10.714
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,5226189312.0,0.0,0.0
